image_1,image_2,label
Bulk Carrier\BulkCarrier_Visual_Cargo_x33429_y6239_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1296_y12584_vv.tif,1
Tanker\Tanker_Visual_Tanker_x15001_y14148_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x19561_y3951_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x19561_y3951_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x42811_y5522_vv.tif,1
Tanker\Tanker_Visual_Tanker_x15570_y6059_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x5305_y10355_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x4062_y12281_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1618_y2285_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x2411_y10963_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x4605_y6867_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2062_y13786_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x5076_y12170_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x33429_y6239_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x43939_y7935_vv.tif,1
Tanker\Tanker_Visual_Tanker_x16887_y9703_vv.tif,Tanker\Tanker_Visual_Tanker_x16019_y1239_vv.tif,1
Tanker\Tanker_Visual_Tanker_x15478_y6048_vv.tif,Tanker\Tanker_Visual_Tanker_x11076_y14458_vv.tif,1
Tanker\Tanker_Visual_Tanker_x11126_y14570_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1324_y13302_vv.tif,0
Tanker\Tanker_Visual_Other Type_x9127_y11919_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2352_y9707_vv.tif,0
Tanker\Tanker_Visual_Tanker_x13477_y8443_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x19300_y11476_vv.tif,0
Tanker\Tanker_Visual_Tanker_x11031_y489_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1915_y2361_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x49771_y6451_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10640_y14965_vv.tif,1
Tanker\Tanker_Visual_Other Type_x8370_y8674_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10228_y12043_vv.tif,0
Tanker\Tanker_Visual_Other Type_x9127_y11919_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10700_y13638_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x51097_y10879_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x43939_y7935_vv.tif,1
Tanker\Tanker_Visual_Other Type_x11891_y12487_vv.tif,Tanker\Tanker_Visual_Tanker_x15001_y14148_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x10079_y11860_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1370_y5145_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x10265_y10354_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x22446_y4168_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x2412_y9529_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2464_y11734_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x384_y9455_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x53330_y8469_vv.tif,1
Tanker\Tanker_Visual_Tanker_x13552_y5764_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2042_y5438_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x10203_y12579_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1601_y7784_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x51511_y10413_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x40993_y11255_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x40148_y11828_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x19001_y5543_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x5040_y14113_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2556_y4814_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2478_y5992_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x47292_y12408_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2240_y5231_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1977_y12802_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2062_y13786_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2223_y5020_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x1580_y10319_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x46188_y12294_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2376_y6324_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x52381_y7994_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x53330_y8469_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x49584_y3469_vv.tif,1
Tanker\Tanker_Visual_Other Type_x26793_y11524_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x21317_y6255_vv.tif,0
Tanker\Tanker_Visual_Tanker_x16019_y1239_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2556_y4814_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x51277_y2411_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10079_y11860_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x1884_y9380_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x18962_y4755_vv.tif,0
Tanker\Tanker_Visual_Other Type_x8370_y8674_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2223_y5020_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x40148_y11828_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x51928_y6026_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x10809_y12615_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x50205_y5391_vv.tif,1
Tanker\Tanker_Visual_Tanker_x13612_y8484_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2352_y9707_vv.tif,0
Tanker\Tanker_Visual_Tanker_x12328_y10447_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10119_y13721_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x4062_y12281_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x19477_y4152_vv.tif,0
Tanker\Tanker_Visual_Other Type_x11891_y12487_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10589_y13683_vv.tif,0
Tanker\Tanker_Visual_Tanker_x11576_y10872_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2040_y7666_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x52701_y9170_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x31378_y10965_vv.tif,1
Tanker\Tanker_Visual_Tanker_x13552_y5764_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x301_y12209_vv.tif,0
Tanker\Tanker_Visual_Tanker_x16887_y9703_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10079_y11860_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x10203_y12579_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x40148_y11828_vv.tif,1
Container Ship\ContainerShip_Visual_Cargo_x1927_y2186_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x18962_y4755_vv.tif,1
Tanker\Tanker_Visual_Other Type_x26793_y11524_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2214_y8292_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x51097_y10879_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2062_y13786_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x1884_y9380_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x19477_y4152_vv.tif,0
Container Ship\ContainerShip_Visual_Cargo_x18777_y4672_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x22446_y4168_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x1844_y12524_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x22446_y4168_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x10336_y10851_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x14421_y2371_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x19561_y3951_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x3133_y6885_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2182_y12220_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10480_y13996_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2062_y13786_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x47292_y12408_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2412_y9529_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x50550_y9521_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x34298_y2814_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x4062_y12281_vv.tif,1
Tanker\Tanker_Visual_Tanker_x16887_y9703_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10700_y13638_vv.tif,0
Tanker\Tanker_Visual_Tanker_x11031_y489_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x52576_y9433_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x1844_y12524_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x16611_y12883_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x53330_y8469_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2135_y11470_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x49771_y6451_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2437_y13307_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x21220_y10824_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2253_y2084_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x4470_y4430_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1324_y13302_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x1645_y8025_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x301_y12209_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x50543_y9709_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x52576_y9433_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x10589_y13683_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x22446_y4168_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x1884_y9380_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1802_y4899_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x11579_y11938_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x18962_y4755_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x52576_y9433_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x49771_y6451_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x47369_y3368_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2223_y5020_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x52701_y9170_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10700_y13638_vv.tif,1
Tanker\Tanker_Visual_Tanker_x14862_y5271_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x14527_y5528_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x10079_y11860_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1780_y13352_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x14890_y14023_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x18777_y4672_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x2556_y4814_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x4062_y12281_vv.tif,1
Tanker\Tanker_Visual_Tanker_x14862_y5271_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10809_y12615_vv.tif,0
Tanker\Tanker_Visual_Tanker_x12079_y12397_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10917_y12959_vv.tif,0
Tanker\Tanker_Visual_Tanker_x13552_y5764_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x50543_y9709_vv.tif,0
Tanker\Tanker_Visual_Tanker_x11427_y12678_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x52701_y9170_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x10336_y10851_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x18594_y5009_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x5040_y14113_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10996_y14603_vv.tif,1
Container Ship\ContainerShip_Visual_Cargo_x20600_y13107_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x14947_y4844_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x1645_y8025_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x14947_y4844_vv.tif,0
Tanker\Tanker_Visual_Tanker_x11439_y2396_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2062_y13786_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x52576_y9433_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2376_y6324_vv.tif,1
Tanker\Tanker_Visual_Tanker_x11439_y2396_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x5305_y10355_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x11579_y11938_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x4107_y14077_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x51511_y10413_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x5305_y10355_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2478_y5992_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10442_y10301_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2240_y5231_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x4470_y4430_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2411_y10963_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x21317_y6255_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x2048_y9496_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x22365_y10863_vv.tif,1
Tanker\Tanker_Visual_Tanker_x12328_y10447_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10158_y11555_vv.tif,0
Tanker\Tanker_Visual_Tanker_x13477_y8443_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x51097_y10879_vv.tif,0
Tanker\Tanker_Visual_Other Type_x11891_y12487_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10119_y13721_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x2214_y8292_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2069_y2267_vv.tif,0
Tanker\Tanker_Visual_Tanker_x15478_y6048_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x52473_y6204_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x2040_y7666_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1245_y12712_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2135_y11470_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2069_y2267_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x10996_y14603_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x20154_y7981_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x42811_y5522_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x22859_y10454_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x2556_y4814_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10158_y11555_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x4107_y14077_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10766_y14461_vv.tif,1
Tanker\Tanker_Visual_Tanker_x14824_y14298_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x301_y12209_vv.tif,0
Tanker\Tanker_Visual_Other Type_x8399_y8695_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10158_y11555_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x34298_y2814_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2464_y11734_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2182_y12220_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x12291_y4661_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x2412_y9529_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1915_y2361_vv.tif,1
Tanker\Tanker_Visual_Tanker_x11031_y489_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1245_y12712_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x50543_y9709_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1884_y9380_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x1296_y12584_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x18777_y4672_vv.tif,0
Container Ship\ContainerShip_Visual_Cargo_x21317_y6255_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x14421_y2371_vv.tif,1
Tanker\Tanker_Visual_Tanker_x15001_y14148_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10766_y14461_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x51511_y10413_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1927_y2186_vv.tif,0
Tanker\Tanker_Visual_Other Type_x8399_y8695_vv.tif,Tanker\Tanker_Visual_Tanker_x13477_y8443_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2464_y11734_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x43311_y8093_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x10589_y13683_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1802_y4899_vv.tif,0
Tanker\Tanker_Visual_Tanker_x11330_y14591_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x19300_y11476_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x5040_y14113_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x11847_y14060_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2240_y5231_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2135_y11470_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2182_y12220_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x2411_y10963_vv.tif,1
Tanker\Tanker_Visual_Tanker_x15478_y6048_vv.tif,Tanker\Tanker_Visual_Tanker_x13506_y8465_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x11579_y11938_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1915_y2361_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x1921_y11804_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x40993_y11255_vv.tif,1
Container Ship\ContainerShip_Visual_Cargo_x1618_y2285_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2223_y5020_vv.tif,1
Tanker\Tanker_Visual_Tanker_x16019_y1239_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x5195_y13830_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x52701_y9170_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x3133_y6885_vv.tif,1
Tanker\Tanker_Visual_Other Type_x11891_y12487_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x19300_y11476_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x301_y12209_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10996_y14603_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x1245_y12712_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1370_y5145_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x1587_y8106_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1308_y6585_vv.tif,0
Tanker\Tanker_Visual_Other Type_x26793_y11524_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x14753_y14037_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x14753_y14037_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10079_y11860_vv.tif,1
Tanker\Tanker_Visual_Tanker_x11330_y14591_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x48742_y7537_vv.tif,0
Tanker\Tanker_Visual_Tanker_x11126_y14570_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x49584_y3469_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x1915_y2361_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1927_y2186_vv.tif,0
Tanker\Tanker_Visual_Tanker_x11031_y489_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x47292_y12408_vv.tif,0
Tanker\Tanker_Visual_Tanker_x12328_y10447_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10336_y10851_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x50543_y9709_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x31378_y10965_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x11579_y11938_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x14421_y2371_vv.tif,0
Tanker\Tanker_Visual_Tanker_x12079_y12397_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x21317_y6255_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x2214_y8292_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10265_y10354_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x33429_y6239_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x18594_y5009_vv.tif,0
Tanker\Tanker_Visual_Tanker_x16887_y9703_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x14527_y5528_vv.tif,0
Tanker\Tanker_Visual_Tanker_x13552_y5764_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2253_y2084_vv.tif,0
Tanker\Tanker_Visual_Tanker_x13506_y8465_vv.tif,Tanker\Tanker_Visual_Tanker_x14862_y5271_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x48742_y7537_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x52701_y9170_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x48742_y7537_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1802_y4899_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x10442_y10301_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10158_y11555_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x10265_y10354_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10158_y11555_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x10187_y12130_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x22012_y10856_vv.tif,0
Tanker\Tanker_Visual_Tanker_x11031_y489_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x11847_y14060_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x33429_y6239_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x19477_y4152_vv.tif,0
Tanker\Tanker_Visual_Tanker_x15478_y6048_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x5040_y14113_vv.tif,0
Tanker\Tanker_Visual_Tanker_x12328_y10447_vv.tif,Tanker\Tanker_Visual_Tanker_x14824_y14298_vv.tif,1
Tanker\Tanker_Visual_Tanker_x11547_y14975_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x11975_y8256_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x51277_y2411_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1844_y12524_vv.tif,1
Container Ship\ContainerShip_Visual_Cargo_x13409_y11193_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2437_y13307_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x1645_y8025_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x52140_y3859_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2464_y11734_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x31378_y10965_vv.tif,1
Tanker\Tanker_Visual_Other Type_x8370_y8674_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x22859_y10454_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x53330_y8469_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x2253_y2084_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x51511_y10413_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x5076_y12170_vv.tif,1
Tanker\Tanker_Visual_Tanker_x13612_y8484_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x52701_y9170_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x51290_y9178_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x1587_y8106_vv.tif,1
Tanker\Tanker_Visual_Tanker_x11330_y14591_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x47369_y3368_vv.tif,0
Bulk Carrier\BulkCarrier_Visual_Cargo_x52701_y9170_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x14753_y14037_vv.tif,1
Tanker\Tanker_Visual_Tanker_x11126_y14570_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x1927_y2186_vv.tif,0
Container Ship\ContainerShip_Visual_Cargo_x1106_y5115_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x22446_y4168_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x301_y12209_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x20154_y7981_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x26334_y9281_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x46188_y12294_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x10265_y10354_vv.tif,Bulk Carrier\BulkCarrier_Visual_Cargo_x10589_y13683_vv.tif,1
Bulk Carrier\BulkCarrier_Visual_Cargo_x2214_y8292_vv.tif,Container Ship\ContainerShip_Visual_Cargo_x22859_y10454_vv.tif,0
